107431,52,44,23.01,francis.serrano06@planetmail.co
291240,45,21,64565.79,jperissi@sussewurst.com
521551,62,28,19.99,ed_mell_99@swiftsend.com
438370,49,64,22.72,miles_altman@hooray.co
968077,40,63,77803.51,mglobus@sussewurst.com
829817,56,12,20.71,pennyfera746@iou.io
796483,51,11,22.43,donnar02@iou.io
156215,63,68,19.93,randyholtz933@rmail.net
398521,49,60,23.21,bourne2scream@iou.io
277985,46,45,67855.53,rgantt@sussewurst.com
575330,63,73,19.95,mkato705@planetmail.co
110571,63,72,20.04,samlongtacket147@plutomail.io
307186,52,43,23.21,link_chessare@fastmail.fm
756575,49,59,23.2,katzakool@fastmail.fm
756474,32,4,87365.74,mquerner@sussewurst.com
471304,63,69,20.24,theodore_reynolds91@plutomail.io
398897,44,30,67053.15,slenski@sussewurst.com
376116,63,73,20.1,wheeler_k_99@planetmail.co
316243,51,12,22.65,llinoi99@rmail.net
622339,53,27,22.62,lorneh00@swiftsend.com
606347,47,72,67258.59,lbarbour@sussewurst.com
527563,40,60,79990.33,wmcgruddy@sussewurst.com
476373,41,53,76626.84,gbolton@sussewurst.com
552526,43,35,65668.3,dlong@sussewurst.com
674905,49,61,23.19,arthur.mcknight98@iou.io
880049,46,44,67200.23,emarks@sussewurst.com
949191,62,32,19.77,nelson_e_97@planetmail.co
693746,5,8,60294.44,asojeski@sussewurst.com
209669,45,25,64783.17,vbalfroid@sussewurst.com
655216,53,30,22.81,jack_churcher@plutomail.io
149572,63,67,20.22,samantha_dannhoff_55@iou.io
725990,30,4,100110.64,rchamberlain@sussewurst.com
929697,59,20,20.35,evandripchak648@plutomail.io
858820,53,29,23.04,gloriaa97@fastmail.fm
315012,45,22,64292.42,sblaisdell@sussewurst.com
687715,54,38,23.05,mervk97@iou.io
291051,63,69,19.51,pagonis_z_70@swiftsend.com
212537,55,65,19.74,givans341@swiftsend.com
395557,54,40,21.55,clint.duffie98@rmail.net
541280,63,67,19.24,mari_krehl_50@rmail.net
925835,59,23,19.79,judyelsley135@hooray.co
963105,43,36,64893.12,ltanenbaum@sussewurst.com
346308,62,28,19.22,mets_fan2000@plutomail.io
811732,64,65,19.71,shantle_meleisea_78@plutomail.io
243627,54,38,21.82,dana.saracino96@hooray.co
502982,63,71,19.03,selena_dumler_25@fastmail.fm
904362,50,21,21.81,sheridonw04@rmail.net
215716,62,31,19.82,carl_ricotta_62@rmail.net
156287,43,37,64434.91,canderson@sussewurst.com
628844,53,33,21.66,space@hooray.co
643970,45,19,63584.57,vherzburg@sussewurst.com
421620,49,62,21.51,starky_lark@fastmail.fm
745886,39,59,75434.59,rmoore@sussewurst.com
184657,64,63,19.42,tbavin279@rmail.net
114861,39,61,76255.1,jbenson@sussewurst.com
288542,49,63,22.39,i_glascow@fastmail.fm
433780,53,28,21.72,bill.kanter02@hooray.co
968479,64,61,19.52,birgitta_koston_63@iou.io
100756,46,47,63901.99,twebster@sussewurst.com
166898,42,55,58173.42,pnilsson@sussewurst.com
344250,55,65,19.02,abarnhart900@rmail.net
934749,31,4,94788.45,sdunne@sussewurst.com
219346,51,14,21.8,sam_renzulli@rmail.net
714605,48,15,66519.44,alang@sussewurst.com
182572,54,41,22.03,trev_conn_99@fastmail.fm
946858,63,70,19.54,witt_a_94@iou.io
241982,50,24,21.59,troyd99@hooray.co
432318,63,70,19.19,joanne_costa_30@rmail.net
542210,41,56,74532.69,lnaddour@sussewurst.com
943183,51,17,21.82,lynn_kilmartin@fastmail.fm
989802,41,57,75406.29,pmcrae@sussewurst.com
434287,63,70,19.54,douglas_weyland_63@planetmail.co
188310,49,63,21.93,larryh03@planetmail.co
916536,63,69,19.63,phil_kerr_94@hooray.co
338335,49,62,22.08,vhwang99@hooray.co
223547,53,32,21.71,mentorb00@plutomail.io
694417,55,64,19.95,rachelef592@planetmail.co
476077,42,52,57381.44,pwerden@sussewurst.com
879929,53,27,17.92,pgoodson@plutomail.io
497880,63,68,19.37,garyheffernan739@rmail.net
294280,53,32,22.46,cathy_minter@swiftsend.com
819008,64,59,19.67,samclebanoff337@hooray.co
966531,54,35,21.58,simoned02@iou.io
414106,52,44,22.1,firstlady02@swiftsend.com
373367,42,53,58745.43,egreenwood@sussewurst.com
766337,39,62,74735.47,jhoke@sussewurst.com
466398,45,24,63722.4,hduran@sussewurst.com
586108,45,23,63544.97,pbreker@sussewurst.com
899281,64,60,19.44,donald_belshaw_57@iou.io
578035,56,16,19.69,mallard_hampton_34@rmail.net
909390,61,45,19.39,alissa_acevedo_59@hooray.co
163396,49,60,22.44,kjones888
822638,23,10,76117.39,rangora@sussewurst.com
129557,49,61,21.54,colbycheese2002@fastmail.fm
414589,52,48,22.01,erin_cho@planetmail.co
857353,51,14,21.93,zach_coda@planetmail.co
765946,64,65,19.86,rsweeney770@fastmail.fm
193402,64,59,19.01,cnamath90@iou.io
755209,62,29,19.23,mort_dickers_91@fastmail.fm
850184,54,37,21.24,flo.shanks01@hooray.co
590362,59,21,18.7,scottflitton269@iou.io
211039,57,37,18.58,martin_a_01@rmail.net
612619,51,17,21.11,manka@iou.io
408551,63,70,19.18,linda_shurtleff_71@rmail.net
608826,55,60,18.79,sampson_correia_30@swiftsend.com
957845,58,13,18.39,dennisgarza732@iou.io
431862,64,60,18.32,melindamccusker372@planetmail.co
571456,46,49,63318.14,mschwartz@sussewurst.com
651013,54,41,20.95,ken.stokes97@hooray.co
574588,63,73,18.71,taggrey603@hooray.co
287480,51,15,21.56,dbonnem@rmail.net
683962,56,13,18.46,jenny_fisk97@swiftsend.com
978229,55,65,18.55,apeloquin305@fastmail.fm
595727,49,59,20.83,kennyp00@hooray.co
376827,53,31,21.18,amyr99@planetmail.co
268334,63,71,18.32,curt_richardson_39@hooray.co
471971,49,62,21.51,rosemarym00@fastmail.fm
836002,49,59,21.33,margot_genne@fastmail.fm
931464,60,40,18.93,timshultz619@swiftsend.com
807345,40,62,75706.53,tcharlton@sussewurst.com
932353,48,11,66447.32,mwarner@sussewurst.com
476663,53,28,20.71,brent_saini@rmail.net
422706,54,39,21.08,arniec00@iou.io
143942,61,47,18.56,ruth_webber_33@planetmail.co
126499,49,61,21.09,dodyg01@plutomail.io
136970,58,12,19.03,ashleykrieger758@rmail.net
316583,51,16,21,cora_howard@swiftsend.com
852633,55,60,18.45,amandendoso947@plutomail.io
315931,51,15,20.94,melodyc03@hooray.co
660891,50,19,21.09,ranking_franklin@hooray.co
719625,55,61,19.04,albertgardner292@rmail.net
958485,62,29,18.8,henrycorriere579@swiftsend.com
544498,61,48,18.32,gina_ferrell_58@planetmail.co
892106,61,45,18.89,davidstaples977@iou.io
213591,56,16,18.57,michelleregan571@plutomail.io
107710,64,62,19.01,victor_mccarney_14@swiftsend.com
806881,52,46,20.98,tjensen@fastmail.fm
725384,52,46,21.54,eric_karaula@plutomail.io
679455,55,64,18.94,charlesthompson194@fastmail.fm
576878,51,13,21.15,emil.hamilton01@rmail.net
672310,56,11,18.54,robert_shapiro_93@hooray.co
821874,40,61,76464.97,jkirila@sussewurst.com
752728,53,30,20.7,jesse.zaslow01@planetmail.co
719094,62,29,18.97,michael_minor_57@iou.io
836050,49,62,21.67,weeksmark999@rmail.net
827785,62,30,19.07,james_streak_50@plutomail.io
159105,42,53,56611.85,jgillman@sussewurst.com
916495,64,64,19.19,z.tombull@fastmail.fm
897519,8,2,68344.33,saldini@sussewurst.com
235425,64,64,19.13,jasonrandall718@fastmail.fm
865974,49,65,21.21,jacqui_dukale@fastmail.fm
771412,50,25,21.66,barbaram00@fastmail.fm
204322,57,38,18.92,michelle_kliger98@planetmail.co
300602,64,65,18.64,bueller_mobile@rmail.net
374574,52,47,21.36,erobotham@hooray.co
587708,59,20,18.65,reece_coonan_51@swiftsend.com
324034,11,9,97556.63,zmendoza@sussewurst.com
190994,64,62,18.51,ronnie_smith_92@iou.io
578587,53,31,21.11,williamz01@hooray.co
897968,51,16,21.61,alexanderk01@fastmail.fm
660777,49,64,20.88,daniellec01@swiftsend.com
730783,51,11,20.84,nparvin@plutomail.io
223046,54,40,21.42,richard_hu@fastmail.fm
294232,49,65,21.6,sid_rem_01@hooray.co
285106,53,33,21.07,sinclair2000@fastmail.fm
251412,59,19,18.66,beckalane185@fastmail.fm
757013,38,65,82789.02,adoyle@sussewurst.com
179613,48,13,66272.75,dconnor@sussewurst.com
441043,62,27,18.86,smartty_pants_11@hooray.co
616844,63,72,18.82,l.wyatt@rmail.net
591485,59,20,18.35,alicesteffan456@rmail.net
381807,42,55,59344.58,tausterberry@sussewurst.com
184912,47,70,64771.2,dhale@sussewurst.com
308655,47,73,63797.65,jsweet@sussewurst.com
188497,49,65,20.1,jmarconi@iou.io
493533,61,47,17.6,mark_yannick00@swiftsend.com
933498,64,59,17.69,e.dugan@swiftsend.com
504929,54,39,20.67,onestler@plutomail.io
991036,55,61,18.2,james_king_32@fastmail.fm
886793,63,67,18.09,bonnietrimmer844@rmail.net
931526,55,61,18.32,justin_moran_79@swiftsend.com
589127,49,63,19.88,alan_vallee@iou.io
976796,42,57,62863.19,cmarsh@sussewurst.com
605163,60,36,18.02,lisafriedberg478@planetmail.co
896217,59,23,18.11,joseph_shields_66@hooray.co
403454,64,62,18.04,jdeclario497@fastmail.fm
146962,56,14,17.99,vkenworthy367@rmail.net
998682,53,29,20.52,norm.weav@plutomail.io
653391,60,35,18.37,sweatervest469@hooray.co
629333,63,67,17.55,barbaraklinkhamer431@planetmail.co
731745,64,62,17.73,toni_wright_93@rmail.net
628548,63,71,18.02,aikins_m_95@hooray.co
190751,64,65,17.25,wcreed398@iou.io
372106,56,14,18.36,donald_koolik_91@plutomail.io
498188,57,35,17.76,victor_grant_57@hooray.co
964378,59,20,17.67,saralockhart591@rmail.net
483024,60,37,18.53,brandonleeman758@hooray.co
262904,58,16,18.42,tammyrotella963@hooray.co
613647,42,57,62863.45,cthornton@sussewurst.com
975767,42,51,55707.28,jdurbin@sussewurst.com
790771,51,13,20.56,dale_athens@planetmail.co
322584,55,63,18.37,ephraimgerst239@iou.io
826402,61,44,18.35,d.tapert@rmail.net
502503,5,8,57250.47,mkerth@sussewurst.com
775556,50,23,20.15,valerie_sigismonti@rmail.net
182108,63,68,18.15,van_henshaw_37@planetmail.co
570737,64,60,17.69,morningstar199@plutomail.io
784937,62,28,18.45,jennifergrady419@hooray.co
415071,6,2,91250.65,vindergand@sussewurst.com
833579,43,39,64584.05,danderson@sussewurst.com
457969,24,10,67950.98,bsalazar@sussewurst.com
922839,64,61,18.49,washington_tranor_75@iou.io
177395,52,45,20.63,dianer02@rmail.net
973171,52,49,20.68,ewetmore@swiftsend.com
839571,59,22,17.96,paul_spurlock_23@fastmail.fm
810770,63,72,18.39,l.speltz@rmail.net
496792,50,20,20.37,delm05@swiftsend.com
270177,56,11,18.13,peter_rubano_43@hooray.co
292049,63,70,18.29,roberto_sanchez_30@planetmail.co
921517,44,27,64333.15,mallan@sussewurst.com
502007,55,65,17.58,aturner667@fastmail.fm
238059,62,28,17.67,janice_rieder02@plutomail.io
603719,44,28,65240.55,crattrey@sussewurst.com
352232,55,65,18.43,ckestenbaum241@hooray.co
934495,62,30,17.99,joana_layman_26@swiftsend.com
274474,51,12,20.23,cassie.murray01@plutomail.io
775972,58,14,18.43,kotha_m_00@rmail.net
715205,52,49,20.59,cristina_maebe@iou.io
595463,40,59,75660.81,dwebber@sussewurst.com
412098,55,62,17.86,bsalarano863@plutomail.io
762483,13,9,69425.92,revans@sussewurst.com
820067,52,45,20.02,ironheart03@fastmail.fm
779114,62,31,18.53,todd_longino_49@planetmail.co
145073,63,70,18.28,lmarshall487@hooray.co
623736,61,43,18.29,glen_patrick@fastmail.fm
577882,62,30,18.27,t.lambarth@swiftsend.com
386475,59,21,17.95,dashaharvey308@planetmail.co
523501,50,22,20.54,timothy_schmitz@planetmail.co
293580,64,63,18.25,b.egilsson@fastmail.fm
514328,61,43,18.44,j.arkoff@iou.io
471965,63,68,17.76,robertshank687@plutomail.io
764137,63,69,17.81,d.sadoff@iou.io
384359,54,37,20.06,jack_ellis@rmail.net
926463,61,49,18.25,pgarman781@plutomail.io
183630,55,61,17.76,bryanjones155@planetmail.co
749698,61,48,17.99,easton_d_97@plutomail.io
878503,63,72,17.76,gregory_koons_93@iou.io
158789,64,63,18.27,cwelsch591@rmail.net
524887,63,73,18.12,rjohnston820@rmail.net
913279,56,14,17.7,patricia_watson_79@rmail.net
697966,63,73,18.07,ross_yohnka_25@hooray.co
439613,64,60,18.44,darrell_leung_46@rmail.net
440242,62,30,18.13,connors_m_98@plutomail.io
542920,56,17,17.72,thalil854@hooray.co
870092,61,45,18.37,andrew_mason_66@fastmail.fm
882837,64,61,17.88,swansea_g_86@fastmail.fm
846272,64,65,17.95,ldurushia194@hooray.co
743466,59,24,17.1,reggiechartier276@plutomail.io
846332,42,56,55566.64,mbelnick@sussewurst.com
333352,55,63,17.69,berkan_shub_45@hooray.co
779672,43,41,62651.83,ckahane@sussewurst.com
202482,60,38,17.19,palmer_t_99@iou.io
845075,55,61,16.95,carl_ewing_57@rmail.net
469847,64,65,17.42,tobey_yeatman_72@rmail.net
303022,64,63,17.75,akane537@hooray.co
744616,55,60,17.38,miltonrivero206@iou.io
257595,55,61,17.81,roger_stanislaus98@plutomail.io
911833,64,64,17.58,maurice_laudermich_72@rmail.net
183958,62,32,17.35,raymarsh705@rmail.net
942384,61,48,17.63,haim_michaels_84@rmail.net
645030,55,60,17.66,j.brechin@planetmail.co
432472,62,29,16.98,karleeseybert944@hooray.co
452808,56,11,17.09,herbert_easter_16@fastmail.fm
895885,57,38,17.21,gareth_riddles_66@planetmail.co
840831,57,40,17.4,louise_kolman_77@rmail.net
115534,58,12,17.61,jonasdebolt974@iou.io
548348,58,17,16.89,ron_creamer_18@plutomail.io
379934,63,71,17.03,tom_haller_73@iou.io
750881,58,11,17.4,nick_dodd_80@planetmail.co
706283,55,65,17.82,jack_wood_11@hooray.co
649778,20,7,72355.32,cminister@sussewurst.com
864503,58,17,16.91,irma_west_80@swiftsend.com
333038,63,69,17.28,alfredswarthe397@hooray.co
226707,55,65,17.62,steiner_m_99@plutomail.io
397907,56,15,17.65,gregorson_h_05@iou.io
676864,55,63,16.98,l.frager@iou.io
317491,55,60,17.11,alfonso_billitteri_26@planetmail.co
769284,64,65,17.25,hrussell789@iou.io
612582,42,54,57037.88,cthatcher@sussewurst.com
407861,49,60,19.36,salthegal@rmail.net
235060,24,10,67269.47,lkerns@sussewurst.com
864729,55,59,17.02,klee302@iou.io
268779,58,11,17.7,petrayuricich565@iou.io
707650,62,33,17.58,anatol_ashton_20@rmail.net
409223,63,73,17.3,emilio_dufva_70@hooray.co
781221,59,24,17.74,charity_michelson_49@swiftsend.com
699618,55,59,17.09,dgillespie985@hooray.co
645298,48,17,67545.14,jsquires@sussewurst.com
642313,59,25,17.43,austin_g_97@planetmail.co
612176,59,19,17.61,philip_lyons_38@iou.io
733397,43,38,63497.18,swinitsky@sussewurst.com
477814,56,17,17.37,cbutterworth596@swiftsend.com
358748,55,65,17.12,rmint855@plutomail.io
409092,41,51,76539.31,aarmstrong@sussewurst.com
123600,56,17,17.45,rdority968@swiftsend.com
314039,42,56,55566.13,rhoberman@sussewurst.com
993112,63,69,16.87,jim_robles_52@fastmail.fm
661386,56,16,16.99,susan_sameck00@swiftsend.com
112831,55,62,17.15,mbettcher138@iou.io
338169,61,46,17.17,christine_self_25@rmail.net
912823,62,31,17.6,catherine_shtrum_32@swiftsend.com
362787,64,60,17.86,robin_post_83@rmail.net
303068,61,45,17.4,j.holland@iou.io
336029,55,65,17.41,ramona_hurd_67@rmail.net
682916,55,62,17.32,tom_newman_62@planetmail.co
782751,39,65,81363.23,scunningham@sussewurst.com
515903,59,21,17.15,richard_loper_39@rmail.net
970631,57,39,17.3,elaine_morton_12@planetmail.co
507434,55,63,17.05,waynealvins619@hooray.co
393106,60,36,17.29,madison_freund_33@plutomail.io
219688,62,29,17.06,seanfallon750@swiftsend.com
904713,55,64,16.89,lincoln_lewis_22@iou.io
591956,57,39,17.42,melissaharris542@hooray.co
295992,59,21,17.3,glennduncan682@plutomail.io
775514,57,35,16.9,m.polzel@rmail.net
516987,55,64,17.55,stanleytichenor512@fastmail.fm
739289,55,59,17.06,bturner457@hooray.co
992815,62,29,17.4,tomhoffman862@swiftsend.com
608519,64,62,17.21,tpittman416@swiftsend.com
519343,59,23,17.15,eliasbrand569@plutomail.io
477950,5,8,56485.18,rsoto@sussewurst.com
972093,56,13,17.63,shannon_mullane_96@rmail.net
887609,59,20,17.58,frankbailey200@plutomail.io
574361,60,37,17.39,elliott_d_01@swiftsend.com
547703,55,62,16.52,aguest231@swiftsend.com
436973,18,6,77845.57,smiller@sussewurst.com
475997,61,45,16.56,t.raimi@swiftsend.com
813561,56,12,16.41,v.lamont@swiftsend.com
261540,57,40,16.38,jessica_oliver_52@iou.io
568452,62,27,17.1,benbannister442@hooray.co
583529,55,62,16.59,ihearttacos@rmail.net
661405,61,49,16.31,hooper_c_02@iou.io
771959,44,33,61868.46,aabramson@sussewurst.com
149119,62,33,16.68,s.pulford@planetmail.co
354635,55,65,16.78,ward_r_00@rmail.net
136506,57,40,16.35,jeffrey_rowback_35@fastmail.fm
896449,63,71,16.88,shannon_waybright_82@rmail.net
309986,48,12,63350.61,cholenia@sussewurst.com
102452,60,39,16.41,dale_roberts_47@hooray.co
567306,55,63,17.17,scottbauer899@iou.io
356455,59,24,16.54,kosi_kaproff_28@fastmail.fm
733115,64,65,16.66,t.maclaine@planetmail.co
796277,55,60,16.22,henry_secorsky_30@hooray.co
433492,63,71,16.81,adrianna_mclain02@fastmail.fm
909284,56,11,16.55,jobevis767@swiftsend.com
842008,60,37,16.83,gilthorpe_s_00@planetmail.co
439940,55,62,16.71,jordan_chapman04@swiftsend.com
753088,55,60,17.18,malcolmmccaughey184@hooray.co
622186,63,68,17.02,geoffreycutforth754@swiftsend.com
609116,61,46,16.49,s.ihle@planetmail.co
907479,59,22,16.66,v.slatkin@hooray.co
118327,64,60,16.84,eugeneatkinson181@fastmail.fm
423062,62,32,17.03,j.askwith@swiftsend.com
579404,64,61,16.36,keithbatista926@iou.io
503014,59,23,16.79,heathermajewski834@planetmail.co
107043,62,29,16.47,lauren_hewitt_43@rmail.net
382882,62,31,16.4,lakatos_f_04@rmail.net
954486,56,17,16.44,vicki_saks_63@swiftsend.com
582870,60,41,17,rstarkey593@plutomail.io
232194,61,47,17.21,justin_hakim04@rmail.net
282015,64,64,17.17,cynthia_rhodes04@hooray.co
516796,55,63,16.9,mary_arlineworte731@swiftsend.com
665535,55,63,17.14,juangeter558@swiftsend.com
654857,55,65,16.52,gerald_peterson_23@rmail.net
888853,59,22,16.94,bazgan_d_02@planetmail.co
756918,55,60,17.02,lydia_hill_89@hooray.co
748757,61,48,17.06,dougrehling739@swiftsend.com
656408,56,13,17.08,bilimoria_s_03@iou.io
384128,56,16,16.53,roland_lanesbee_47@hooray.co
170067,58,14,16.64,avizzutti497@hooray.co
557805,64,61,16.3,r.elliot@planetmail.co
417074,62,32,17.13,aaronzeyen763@rmail.net
419041,55,61,17.03,samuel_zi_25@planetmail.co
792705,55,64,17.04,davidrobertory260@swiftsend.com
255885,61,44,16.65,glennsorkin204@plutomail.io
158295,64,59,16.47,graceneame513@planetmail.co
667010,64,62,16.46,ibiers421@iou.io
411281,61,47,16.47,glarosa_628@plutomail.io
710894,64,62,16.47,m.southwell@hooray.co
963576,57,35,16.74,f.haskins@fastmail.fm
841028,59,25,16.53,robert_henning_35@rmail.net
952303,60,36,16.5,carolynmash148@planetmail.co
442971,60,39,16.67,ysalinas460@hooray.co
720424,60,40,16.85,anitacolvin280@swiftsend.com
904380,61,44,16.65,harry_solomon_48@fastmail.fm
930196,24,10,66431.8,ecollins@sussewurst.com
495532,55,59,17.16,cmishkin431@iou.io
305281,62,31,16.47,dquaranta940@plutomail.io
347775,59,25,16.3,fmichelson656@plutomail.io
298645,62,27,17.08,richard_leong_41@fastmail.fm
143328,55,60,16.32,salkeelan455@swiftsend.com
942813,62,27,16.27,kennethgingras702@iou.io
436499,62,30,16.77,mackenzie_grant_87@fastmail.fm
584021,61,49,16.53,jhaskell395@fastmail.fm
469763,61,43,16.79,clydedenny555@planetmail.co
130601,59,22,17.21,eckhardt_g_05@fastmail.fm
710367,62,30,16.86,laura_kelly_13@hooray.co
657154,59,22,16.36,robby_henderson_29@fastmail.fm
396838,61,49,16.32,michael_dietz_28@fastmail.fm
933757,58,15,16.64,benjamin_nesta_45@plutomail.io
234229,60,41,17.16,linn_loperena06@plutomail.io
947293,55,59,16.32,wanda_huston_27@hooray.co
184340,61,46,17.12,rsuthers673@rmail.net
691505,41,58,72432.95,cquintana@sussewurst.com
378935,57,42,16.41,duncan_gennis_64@iou.io
466796,64,64,16.33,angiebenz509@rmail.net
589806,43,42,64528.22,wrogers@sussewurst.com
147263,55,59,17.02,h.carfagno@fastmail.fm
453413,56,15,17,melba_orgolini_11@fastmail.fm
604362,45,26,62766.92,eburns@sussewurst.com
659968,56,12,16.66,gene_lansbury_51@fastmail.fm
100147,55,62,17.01,kaminsky_m_98@plutomail.io
454385,59,19,16.61,jordan_stockton_53@fastmail.fm
459695,38,66,81531,kgreenhouse@sussewurst.com
434604,39,66,74873.67,rcuster@sussewurst.com
488236,44,34,62707.53,odarr@sussewurst.com
406682,42,54,56717.76,blohmann@sussewurst.com
865648,54,42,18.13,vcognet@plutomail.io
489424,53,34,18.1,bcook@plutomail.io
252429,63,74,16.54,jamie_lyttle_86@planetmail.co
866665,60,36,16.48,jihyun_mckinney_31@hooray.co
650798,55,64,16.77,keith_erickson_97@rmail.net
178851,57,42,16.48,mbarber550@swiftsend.com
476823,63,74,16.23,aconnors562@planetmail.co
523506,62,33,16.91,aking272@plutomail.io
829494,61,49,16.93,ghunt184@plutomail.io
556075,46,50,62268.36,kappleton@sussewurst.com
884066,56,16,16.51,guy_arruda_33@fastmail.fm
571104,48,18,66974.93,bcarr@sussewurst.com
829833,53,34,18.38,susan_mantle@iou.io
193071,55,61,17.11,a.smith@iou.io
978368,55,64,16.23,anna_mazarini03@planetmail.co
452680,54,35,18.63,jurich@rmail.net
377064,52,50,18.34,stereo_vision_97@fastmail.fm
429260,56,18,16.39,vspangler180@swiftsend.com
360994,51,18,17.9,marciaq98@rmail.net
631215,62,34,16.33,bowles_d_01@swiftsend.com
208205,64,63,16.45,jcornell318@swiftsend.com
547375,55,59,15.79,akelly827@rmail.net
415410,51,18,17.51,juliette_ponech@rmail.net
981932,62,34,16.03,william_rubin_50@plutomail.io
281689,56,18,15.72,ann_robinson_92@swiftsend.com
803789,42,58,55320.3,jcornelius@sussewurst.com
501669,34,5,60750.61,bousset@sussewurst.com
178999,42,58,55320.2,khardie@sussewurst.com
122555,63,74,15.99,paul_mcnamara_43@fastmail.fm
973252,61,50,16.08,malsby_o_04@rmail.net
976416,14,10,65450.71,lbosh@sussewurst.com
652212,55,63,16.29,larysa_rosenthal_42@swiftsend.com
239070,59,25,16.13,jvig869@hooray.co
131093,59,23,15.87,c.porter@fastmail.fm
735027,60,39,16.28,lauren_baxter_70@iou.io
342654,56,13,16.28,a.littlefield@hooray.co
374700,61,50,16.24,qdt2005@iou.io
839402,62,32,24.05,peterperkins476@swiftsend.com
296092,61,50,16.19,cwilter905@swiftsend.com
830681,55,66,16.26,mdodman571@hooray.co
585492,63,74,16.39,adam_ramsey_62@fastmail.fm
813571,49,66,17.32,dbanks@rmail.net
641378,62,31,16.46,dwilzbach450@iou.io
678056,62,34,16.42,abrown627@plutomail.io
298210,49,66,17.57,jdorazio@hooray.co
702699,54,42,17.73,stephen_dysart@hooray.co
110528,59,26,16.4,cgarrett959@iou.io
337434,59,23,16.09,d.tasser@rmail.net
641525,62,27,16.54,juliarutledge662@iou.io
